,tweet_id,sentiment,content
6229,1961187726,sadness,Murray just got broken
6230,1961187746,surprise,gogowww how come we can't have deals like that from Houston?
6231,1961187863,hate,@huma_rashid reeeaaaally... why though??  ew i hate stockings
6232,1961188006,worry,"@northernpest DID YOU GO? was it good, i was in center parcs  who else went!? xxxxxxx"
6233,1961188370,worry,UNC budget  cuts may rise to 18%   http://tinyurl.com/mdm5tp
6234,1961188382,sadness,"is enjoying a yummy salad, but missing her avocado  that's what happens when your husband does the grocery shop."
6235,1961188464,love,really want to go to the nets
6236,1961188627,happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
6237,1961188926,fun,missing @ikewii lol. plaid bud. haha. damn i can't do the BG right.
6238,1961189005,neutral,RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It's like Sophie's Choice!
6239,1961189207,hate,has not finished the bio mols mind map  stupid sheet hid sections from me on the back!
6240,1961189638,worry,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5
6241,1961189720,anger,aaaaaaaaaaa McFly
6242,1961190120,hate,So booooored  I learned this though! ????????
6243,1961190230,relief,time for work!
6244,1961190580,worry,"Traded her iPod for my brother`s cellphone. My phone died, e"
6245,1961190858,worry,It's 82 degrees and gorgeous out.. And I'm stuck in the library because I have a midterm in 2 hours.. so lame!!
6246,1961190913,sadness,@roxeecruz ur linky no worky
6247,1961191095,worry,Sad to be leaving so soon
6248,1961191716,worry,I feel like shit cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!
6249,1961191747,neutral,@tommcfly Please don't forget french fans ! We are HERE !
6250,1961192464,worry,"@PochaccoYoly well, I took it in early '00, graduated in '01. we were the final stage guinea pigs  it seriously is a waste of time."
6251,1961192614,hate,Worst day ever. And its only noon.
6252,1961192766,neutral,I didn't get the job  but I will keep applying to other school.....I do want to teach!!!
6253,1961192897,sadness,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal
6254,1961193293,neutral,i've not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;)
6255,1961194220,sadness,My friends are mocking my weekend!  @JamesPMacDonald have they been talking to you?
6256,1961194524,hate,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!
6257,1961194683,worry,fuck awake at 2 am !  i hate sickness
6258,1961195335,neutral,i can't seem to access Restuarant City due to some internet / javascript problem...
6259,1961195969,worry,Pulled in all directions and not knowing where to go
6260,1961196045,worry,Having real bad headache..
6261,1961196059,worry,@KillzoneDotCom WHY?
6262,1961196206,worry,Fuccin bacc hurts now. Just dragged the long blocc on a piece of wood. From the corner to in my garage.
6263,1961196357,worry,@JaneHungOz hope the presentation went well today?! tweet me if yr on campus tomorrow - I'll be around from lunch time onwards
6264,1961212401,sadness,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
6265,1961212760,neutral,Cleaning
6266,1961212767,hate,"@thenk83 I've been waiting about the same time to get in, its whenever they feel like it..."
6267,1961212813,hate,Son of a bitch...my media thing that streams music from home isn't working again  Why can't itunes play music from my iphone
6268,1961212834,worry,@Running5k2day Oh no! Hope it's not as bad as it sounds!
6269,1961213348,neutral,@SuperWiki i want to gooo
6270,1961213412,sadness,@TysonDueck Too bad.
6271,1961213849,worry,Just found out my Abuelo in Aguadilla is not doing well
6272,1961213958,love,@tommcfly Do a tour in the Philippines sometime.  A lot of fans here would really love that!
6273,1961214088,love,@INTYCEYOU hey love whats up! my voice is shot  whats new with you
6274,1961214279,worry,Trying to get this swimmer's ear to go away!!
6275,1961214321,happiness,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3
6276,1961214593,sadness,@thodwris RIP Michael
6277,1961214653,worry,Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me
6278,1961215208,hate,@AnnieOleary its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame
6279,1961215257,worry,OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite?
6280,1961215362,happiness,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
6281,1961215445,happiness,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-
6282,1961215555,surprise,I dont think he's ganna text me.
6283,1961216367,worry,last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I'm getting ready to go to Moab with Phil!!!
6284,1961216493,sadness,Oww. Can't even describe how much my back hurts. Going to have to go to the stupid doctor.
6285,1961216972,sadness,@MynameisDon I ALWAYS miss out! I wont be able to commence in the foolishness til' the fall  But come fall I'll be visiting!! YAY!!
6286,1961217445,neutral,"Dreaming of bacon waffles, with fresh butter and maple syrup and brewed coffee..."
6287,1961217784,neutral,"&quot;Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions&quot; But I luv r little chats J, dont leave me"
6288,1961217818,surprise,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year"
6289,1961217929,sadness,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5
6290,1961218037,hate,@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!
6291,1961218139,hate,"I told andrew that JT is going to cameo @ MTV movie awards. He said, &quot;he's pissing me off.&quot; guess they're in a fight"
6292,1961218285,love,@dever  Hope you have a better weekend then..
6293,1961218485,worry,"@ryan_price Oi, I ran into the problem too  not a good fix, but there's an app in utilities called &quot;Grab&quot; that works good enough..."
6294,1961218799,sadness,Sun has been making me happy =] Shame about work tonight  x
6295,1961219061,surprise,On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...
6296,1961219726,worry,@lamborghinibow u were doing good with the replys now u fallin off sad face
6297,1961219828,neutral,Going home but will be back! After I get groceries and stuff
6298,1961219854,sadness,@Nobilis I feel your pain. Mine is the same way
6299,1961219902,enthusiasm,@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!
6300,1961219914,neutral,ACABOU!!!
6301,1961220173,worry,@conorp its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!
6302,1961220241,sadness,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.
6303,1961220489,love,@mrinal and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?
6304,1961220568,hate,"Frustrating when u r in the mood, but your partner is at work. Ugh!"
6305,1961220887,worry,UGH! I have GOT TO STOP biting my nails  grrrrr
6306,1961221079,sadness,Wishes she had a pool
6307,1961221286,worry,at the redi med. getting checked for strep throat.
6308,1961221791,neutral,"@tommcfly @dougiemcfly broken little toe? vai the doctor! Hoje vocï¿½ vai na 89FM, quero vï¿½-lo atravï¿½s da Internet. got to see it"
6309,1961222366,happiness,found six great vegan places to eat and relax at; four of which I can't get to without a car
6310,1961222411,sadness,Soooo not feeling well and I need to get out of bed
6311,1961222597,sadness,"well it's not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !"
6312,1961222929,worry,i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!
6313,1961222939,surprise,"OK, my boo-boo: Daddy took his dental bridge-front tooth- out and forgot it on the table.  Uh-Oh, shiney plastic for me to chew! I sawwy"
6314,1961223189,happiness,In the university with hungry!!
6315,1961224347,boredom,Its seriously quiet and lonely here without Bunny
6316,1961224416,worry,@IamABoogs oh plzzzzz u never had time for me!!!
6317,1961224695,worry,FML. I hate CSS SO BAD. I can't find an lj layout that has everything I want.
6318,1961224811,worry,in class sick and hungry
6319,1961225081,hate,"@EllipticEye  ....what did she EVER do to piss them off?    I thought you just meant casting-related wank, not more of that crap."
6320,1961225169,worry,@RainbowAnne OMG what posts were deleted? So annoyed I can't go on forum at work!
6321,1961225337,hate,Last Friday of Highschool...that's intense! One more test to go...economics. Ewww man!
6322,1961225397,relief,@Pichu Crap. Now you have to cover the whole purse with those so it looks like a pattern.
6323,1961225813,worry,i got a replacement phone and now all my text messages and call history are gone.  I am sad.
6324,1961225991,sadness,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx
6325,1961226042,neutral,"@StitchinSista It happened to me the other day (customer asked me to ship to her work address), I sent her another one"
6326,1961226373,surprise,@channisaulfah Not even better than Kapsel cha  Dy nulis notes? Spertinya gw ga ditag cuz g ada notificationnya... Huhu.
6327,1961226892,worry,@wowinsider no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I'll fetch him one day.
6328,1961226949,sadness,@feltbeats That's right... kick me when I'm down.
6329,1961227039,neutral,@wendilynnmakeup Good Morning! It's been a while since I've &quot;talked&quot; to you   - Keep up the awesome tweets.
6330,1961227194,hate,Ugh i hate not having my car!! i miss you my little ford focus!!!
6331,1961227427,worry,@meinj Can't do tonight - could kill a pint though. Another day...
6332,1961227787,worry,Decaf isn't cutting it right now.  ? http://blip.fm/~79g85
6333,1961227894,sadness,@TearlessPoet hmmm really??? that's weird idk about that one  sowwy
6334,1961228020,neutral,@wendydoeswaco Beatrice?? I don't remember his guide
6335,1961234861,worry,"@PeterPolaco I'm guessing the belt thing is a no-go since I didn't hear back..Sorry  Stop by this weekend, we'll talk bout the ring, etc."
6336,1961235234,love,"aww twiter i miss you.. today i'll post a little more.. i mea, after the movie theater..ahah soo coold here"
6337,1961235319,sadness,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.
6338,1961235482,surprise,@GrafittiMySoul Hell if I know. @callunax I'm suffering
6339,1961236014,neutral,http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year
6340,1961236025,neutral,i went to go check my phone for messages. then i remembered i dont have a phone anymore
6341,1961236508,worry,weather is making me gloomy
6342,1961236510,worry,lamentablemente paso  #jrztwitterlunch
6343,1961237275,worry,"it's so slow, and I want to go home already"
6344,1961237351,sadness,sourish limbs is preventing me from gg out on a friday. not happy. i haven't been on at 12am for a v long time...even more so on a fri
6345,1961237596,neutral,Blah. Work at job one all day and job two all night.
6346,1961237668,happiness,"@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head"
6347,1961237914,worry,i'm worried because something bad happened today and i don't know what's gonna happen next.
6348,1961238151,hate,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
6349,1961238484,worry,45Th st pub anyone tonight? Dont want to be a lonely drunk tonight
6350,1961238560,worry,is hurt and upset and trying to smile when i feel broken inside
6351,1961238727,happiness,Back in Manchester. Whats with the weather? Sweaty
6352,1961238776,surprise,@Fazenastynas no  and i remember that one too! shit was so fun. i got aladdin! - TOO fun omg. now i wanna play
6353,1961238907,neutral,@halbpro what's wrong with dressing in fifties fashion?
6354,1961238994,worry,The time is not my friend today
6355,1961239049,relief,"@MareBear2534 I know dude, i'm doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven't been online much"
6356,1961239166,neutral,@leifwells what time is our conference call??
6357,1961239181,worry,@MustBeBenHughes hahah! sadly there is no current activity though in the room
6358,1961239273,sadness,sick of math
6359,1961239404,hate,French isn't meant to be taught to asians
6360,1961239892,happiness,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
6361,1961240344,happiness,Finally left the house! It's gloomy outside.
6362,1961240537,neutral,wants chocolate milkkk
6363,1961240547,neutral,I wanna go see the cab really bad.
6364,1961240741,happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x"
6365,1961241352,worry,"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!"
6366,1961241522,worry,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day
6367,1961241573,neutral,@elijahmanor targeted browser for what?! I just read that Windows Mobile uses the IE6 core as its default.
6368,1961241583,hate,"Damn, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price"
6369,1961241758,worry,"@BillyBush um, I think what I will miss the most is.. JAY LENO!!!!!!!!"
6370,1961241909,surprise,holy crap. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control
6371,1961242128,worry,Ive totally not got that job  i can just tell.
6372,1961242468,sadness,@jferlee I didn't see it last night!  Oh well. But I HAVE to watch it in theaters. That's a MUST.
6373,1961242985,sadness,@jephjacques my three most hated words are &quot;see you monday&quot;
6374,1961243059,enthusiasm,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment"
6375,1961243110,neutral,ughhh seriously hung over
6376,1961243505,sadness,extremely bored.
6377,1961243837,worry,why is it so fucking cold ??!
6378,1961243868,surprise,@alenadoma apparently a looong time seeing as they seem to be everywhere except LA
6379,1961244203,happiness,via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4
6380,1961244229,worry,@MishDance i miss your dance friends too.
6381,1961244280,worry,@HelenGoytizolo kayla &amp; I went to go visit you but they wouldn't let us in school!
6382,1961244409,sadness,The computer at work hates me.  have to call tech support. Again...
6383,1961244432,neutral,eh...but I'll be picking cotton soon....need to suppliment my income
6384,1961244630,worry,My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I'd ever been to!
6385,1961244696,worry,getting ready to go to IKEA. All alone cuz no one will go with me
6386,1961244742,neutral,@Bbolin1469 Why is it going to be anti-social?
6387,1961244960,neutral,@tyhra_renee @MzLadi_B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn't crd us 4 our Scorpian bwl
6388,1961245370,empty,I've only been up for an hour and today already sucks
6389,1961246006,hate,So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed
6390,1961246096,empty,Is not looking forward to the LSAT
6391,1961246115,enthusiasm,@DisneyLuis Aww what happened?
6392,1961246776,worry,@tommcfly I don't know what to write anymore! My mind must be tired. It's past midnight here already. Do a tour in the Philippines?
6393,1961247714,fun,WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb
6394,1961247733,worry,I do not feel good
6395,1961247981,hate,@Natalie_McLife yeah that is the one thing i hate about tweetdeck
6396,1961248015,worry,Cat is anxiously watching wild turkeys in my back yard....I think they have their eyes on my bunny rabbit
6397,1961248216,happiness,@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude
6398,1961248529,neutral,work til 9
6399,1961248597,love,changos el link no me sirve mta
6400,1961248792,sadness,I wanna be out in the sunshineeeeeee
6401,1961249166,hate,Just look @ this hellacious desk...good grief  http://short.to/cevd
6402,1961249405,sadness,"@mrs_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy"
6403,1961249566,worry,@ME215 I know it's just a sprain. It's a repetitive injury for me.
6404,1961249586,neutral,*yawn* At a hotel. Moving tomorrow
6405,1961249922,worry,@geekgirl444 apparently so!  I'm falling apart in front of my eyes
6406,1961250032,neutral,I wish I could get sushi delivered to work
6407,1961251578,surprise,http://twitpic.com/66sls - @megelin and I just saw this monster dog in the park
6408,1961251747,sadness,workout stunk...no headphones.
6409,1961252266,hate,I hate hiccups
6410,1961252528,fun,says ...tomorrow is another day...  http://plurk.com/p/x1pxh
6411,1961252725,worry,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis"
6412,1961253361,happiness,@ddlovato miss chatting with you
6413,1961253585,neutral,@stepherann....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge
6414,1961253667,worry,"This Wired article should have mentioned R, but didn't  http://tr.im/mNON #rstats"
6415,1961253775,sadness,"headache, headache, go away. come again another day...."
6416,1961253896,neutral,Time is going slow
6417,1961254659,sadness,i wish my drems could come true
6418,1961255219,worry,"@majcher I have been run down all week, going to bed around 8:30 each night because of my allergies. It is miserable."
6419,1961255248,neutral,@stevenbward my interview if picked is NY too. But you probably forgot about me after blogtalk radio.
6420,1961255343,worry,.@petraeujane Too bad they never made it over here during the last ten years
6421,1961255470,sadness,im at home....on a friday night.  but it's all good!
6422,1961255487,worry,@Oblivion I know! I miss her...
6423,1961255989,sadness,"tired and bored, watching movies while i'm home alone"
6424,1961256420,neutral,@gracetanglefoot what? You won't be two blocks away any more?
6425,1961256717,sadness,"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad"
6426,1961257112,hate,hates putting in new contacts
6427,1961257170,love,"@sarrasina OMG...thank you so much for sending that, I hadn't seen yet. So loving the new Phoenix, too bad they're not coming to Seattle"
6428,1961257236,worry,asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment.
6429,1961257427,sadness,@tinylegacies *sighs* Ah well.  Maybe my second email will clear it up and get him approved.
6430,1961257565,happiness,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
6431,1961257619,worry,Huffy is not having a good day night or life. Poor baby
6432,1961258392,worry,Drunkduck misspelled &quot;Buinne&quot; for the announcement of the twenty-fifth page. I'm very sad.
6433,1961258509,worry,@africanewtonxx oh my god. i can't do the end of the dance  *sob*
6434,1961259981,worry,"Has been listening to 2 nine yr olds, murdering hannah montanna on disney sing it.. Bring on the headache tablets!!"
6435,1961260346,happiness,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;"
6436,1961260725,worry,@aftashok    i dont forget yall...i dont think im lowkey..i think i spend a lot of time on here actually..sometimes too much
6437,1961261012,surprise,ok so my appointment WAS at 12pm why am I still waiting 2 get my hair done. Wish everyone know the meaning of on time. I was here early 2
6438,1961261342,worry,I can't stop crying......I can't live like this.
6439,1961261601,sadness,i hate interviews. im going to do horrible today
6440,1961261633,sadness,@BrendonBudness unfortunatley it is the tooth kind of crown
6441,1961261937,happiness,Hallooo bayern!hallooo stau!
6442,1961262423,neutral,everything is spinning
6443,1961262579,worry,@yashved_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
6444,1961262584,neutral,"@IncrediBILL actually, web works fine. tweetdeck keeps crashing  i'm in NJ today avoiding nascar"
6445,1961262703,sadness,@lexie_98 Kevin can't leave work until 2
6446,1961263203,sadness,Head ache  Tom's call time is really early because the shows will start at 2:30PM. Recovered like 150+ photos already... 700 more to go!
6447,1961263656,happiness,@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff
6448,1961263879,worry,@laylakayleigh i miss music on mtv!
6449,1961263895,worry,I'm sad to have lost another person close to me to cancer
6450,1961264051,neutral,Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.
6451,1961264086,neutral,@MCRmuffin
6452,1961264123,sadness,"@RoxieDax Ten hours ago, I was was sleeping, sorry."
6453,1961264292,love,It's officially the start and the end of my summer. Oh summer school
6454,1961264801,worry,@jane_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don't want you doing #rrtheatre anymore.
6455,1961264949,worry,Back is SORE... should not have done that jump last night
6456,1961265008,worry,@johannabee I hope it's something relatively minor and easy to heal. I can't stand it when the furbabies get sick.
6457,1961265994,sadness,is in route 2 da' beach! No sun yet
6458,1961266148,sadness,Aww nobody likes the album I posted after a million attempts  Boohoo
6459,1961266371,neutral,@LucyFurLeaps It's still up the duff boo
6460,1961266457,worry,@MissMelody in my opinion one gray hair is one too many... I have way too many as well
6461,1961267581,neutral,Please don't forget us
6462,1961268054,sadness,"I was supported to do things I didn't like,, n when I was about to do what I intrested in,, mom always refused it..."
6463,1961268137,sadness,I really miss my phone  i cant wait till my new one comes
6464,1961268227,sadness,now the pic wont load up on twitter
6465,1961268384,sadness,@novemberlight I sometimes fail
6466,1961268446,sadness,@fossiloflife was being sarcy as usual
6467,1961268658,sadness,"@SpookyJenB @diver4skynsea Stop it, you are makin' me sad"
6468,1961268941,neutral,June gloom is upon us.
6469,1961269073,happiness,@socallove yeah  it will get better though  i know it!
6470,1961269392,hate,English exam! Bleh i hate vocab
6471,1961269403,happiness,I'm packed up &amp; leaving my Canterbury office &amp; my fab QA&amp;V colleagues for the last time   A great bunch of people. I will miss you xx
6472,1961269607,worry,Just got laid off  stupid economy!
6473,1961269752,neutral,"Tomorrowland central hasn't gotten confirmation that I'm signed off on Star Tours, so just waiting to see if they can give me a shift."
6474,1961269902,sadness,bad hair day
6475,1961276271,anger,Shout out to my moms for wakin me up so prematurely! Preciate it
6476,1961276457,neutral,@StLCardsGuy me either
6477,1961276691,hate,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!"
6478,1961276730,sadness,@ToyStory2wasOk The party has to be moved to next weekend  ..stupid weather.
6479,1961277076,sadness,@sirhova I was supposed to go to philly as well....bailed out last minute
6480,1961277154,love,Just read McDonald's is actually running more ads than before the economic slowdown. Great. I'm lovin it.
6481,1961277560,neutral,@getgood I missed out on carrot cake last night.  Hope you had fun @wxwm.
6482,1961278370,neutral,"@tommcfly Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?"
6483,1961278423,sadness,@Cinderell4 bad luck  oh well next time you will be more lucky...
6484,1961278745,worry,@Mister_SEX I do!  I'll probably get fired if I do though
6485,1961278872,sadness,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time"
6486,1961279333,worry,he killed everyone for nothing. :o  :-ss
6487,1961280361,worry,@jenberesford So sorry to hear about your mom! that really sucks
6488,1961280467,sadness,Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???
6489,1961280610,worry,"@SuperGinge Inorite, humid as well"
6490,1961280999,happiness,My Degree  [Tear] happy moment!  http://mypict.me/1ZpF
6491,1961281663,happiness,Have a happy Friday and weekend everyone .. TGIF for me is nothing
6492,1961281760,sadness,im sad about missing out on the opportunity to be in valencia's new video.
6493,1961281798,worry,"@mileycyrus I think i have same disorder, stay up al night 4 no reason n sleep al day !!  SUUUKS"
6494,1961281804,happiness,"@mariamariamaria i'm sorry you aren't feeling too good, mama  I'm heading up today @ 4, i'll be calling you .."
6495,1961281805,sadness,Leaving NOLA today  Counting down the seconds 'til I start crying. Love this place so much.
6496,1961282068,happiness,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
6497,1961282376,anger,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
6498,1961282406,happiness,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
6499,1961282497,hate,@tylerakira - ughhh!!! have to go back there tonight
6500,1961282930,worry,"can't wait to get his hands on his new blackberry, this one is dying on me"
6501,1961283058,worry,Searching apartments in Kaohsiung. Will go seeing the apartments on next Tuesday. Haven't found a good one with reasonable rent...
6502,1961283172,sadness,"@AliceS1 hey, I can't make it to Makers tonight"
6503,1961283943,happiness,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack
6504,1961284163,love,@ispybeauty philly was soooo fun. im trying to come to sea isle asap. im working alot the next two weeks tho b/c alot of peole asked off
6505,1961284403,neutral,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake"
6506,1961284535,neutral,Lack of plans for tonight  Anyone going out?
6507,1961284607,worry,@IvanaE grrrrrrrrrrrrrr ive barely read any of it
6508,1961284750,sadness,"@cbobcreson @silatjunkie  So, @kfrieze just pointed out to me that she has not been able to be involved in this convo for lack an iPhone"
6509,1961284984,hate,"Today i Know, My Life Is Empty...  Thats sad but real!!"
6510,1961285420,hate,@brooketastic my keys were cracking and crap. I kind of miss my old phone already.
6511,1961285974,surprise,AHHHH! Cant find anything because I have way too much open
6512,1961286038,worry,"Gone up to 8mm on my plug. Help, this is where I said I'd go maximum and I still want to stretch it more..."
6513,1961286197,sadness,"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend."
6514,1961286235,sadness,"I wouldn't mind some sunshine and a walk. Where are you, summer??"
6515,1961286373,neutral,i have such a sore head
6516,1961286550,fun,"@ashleytisdale have fun!!!!  i dont have school for a while, wish i could go to germany... its like 1 hour away  xoxo"
6517,1961286703,sadness,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...
6518,1961287051,worry,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay&lt;3*
6519,1961287132,worry,no more twitter in a while   .. tweet tweet
6520,1961287379,sadness,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all"
6521,1961287443,enthusiasm,"@jodiekearns I'm there all weekend, expecting it to be way too hot"
6522,1961287800,love,"@tommcfly My eyes are starting to hurt! It's getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?"
6523,1961287802,sadness,Finally got a call for marriage counseling 3 days late....
6524,1961287855,empty,"I must have applied for about 20 jobs every day this week, why won't one of them contact me???"
6525,1961288431,worry,@mommymbd nope anthony wrecked his car i have to help him get it running
6526,1961288549,worry,Can't believe this Shit! I've spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!
6527,1961288665,fun,Morning...I woke up to watch @taylorswift13 on the Today show. You rocked it girl. Wish I could have been there. So close but so far away
6528,1961289110,happiness,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
6529,1961289509,sadness,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
6530,1961290071,worry,@brewstermax true but if I don't put a case on it I'll break it in a week.  don't worry ill find a way to make it work.
6531,1961290460,worry,Will you guy's keep voting for her and ask u'r followers to help to. Only 4days left before competitions close.
6532,1961290637,surprise,Hi ya twitt's..so leaving sat morning here in TX..sad  I guess gotta really find a job now..if anyone in Atlanta needs a great designer..
6533,1961290660,sadness,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full"
6534,1961291085,worry,My throat is killing me
6535,1961291344,empty,"I'm struggling today...Nola woke up at 3:30, so I'm running on no sleep."
6536,1961291543,neutral,is still craving for a cheeseburger.
6537,1961291682,neutral,Back from Worcester.  My work week starts on Friday at 2:30.
6538,1961291796,relief,@unmarketing boo i'm a week late  how long u in town for?
6539,1961291826,neutral,@thefremen Even IE8 would be better
6540,1961292475,worry,@_YoureMyHeroine :'( i really know how you feelin. i wish i could hug you
6541,1961292495,worry,Roasting to most probably death
6542,1961293363,empty,let me out
6543,1961293583,sadness,"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn"
6544,1961293657,happiness,@nicolahunt nice way 2 end the week...
6545,1961293731,surprise,Yesterday I heard a song about taking a base onto a plane. Can someone help me find it? I don't know anything else about it.
6546,1961294009,sadness,Finally sunny days and I'm too sick to go outside and play.
6547,1961294273,worry,ger my foot is killing me and i miss my matthew
6548,1961294291,neutral,"@3stripe yeah, still waitin'"
6549,1961294566,love,is back home now      gonna miss every one
6550,1961294676,worry,@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that.
6551,1961294813,neutral,Last lunch with the interns
6552,1961294895,sadness,so freaking tired.  It's like my body refuses to move.
6553,1961295206,worry,It's too hot.  I don't like it.
6554,1961295249,hate,Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines.
6555,1961295702,worry,Ugh worried about my math test
6556,1961295710,surprise,"@catashton I got my film developed at asda, half of them are just gray!! And some have a black box on the top half  why?"
6557,1961295754,worry,I wish the weather would be slightly less rainy so I could use the hot tub.
6558,1961295778,sadness,I fell! I think my knee is broken  but I look fabulous
6559,1961296034,neutral,I hate today.
6560,1961296117,happiness,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will."
6561,1961296251,sadness,now my ds just died  whatta letdown!
6562,1961296442,hate,"@socialcalamity Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home"
